simID	f0	f1	f2	f3	Na	Nc	Na_scaled	Nc_scaled	scaling_factor	model	Nfold	g_factor
sim1114	5	20	0	75	39547	11362	17403	5000	2.2724	decline	-3.48	0.9937639765364104
sim1115	20	40	30	10	28403	19294	7361	5000	3.8588	decline	-1.47	0.9980662105967877
sim1116	20	30	50	0	11315	35511	5000	15692	2.263	growth	3.14	1.005718565579566
sim1117	10	20	20	50	13593	16056	5000	5906	2.7186	growth	1.18	1.0008326543544381
sim1118	15	30	5	50	26828	8764	15306	5000	1.7528	decline	-3.06	0.9944059650202318
sim1119	5	0	45	50	24160	26702	5000	5526	4.832	growth	1.11	1.0005001315703357
sim1120	0	20	30	50	8692	5666	7670	5000	1.1332	decline	-1.53	0.9978606064852746
sim1121	25	40	20	15	24980	21836	5720	5000	4.3672	decline	-1.14	0.999327345535212
sim1122	25	25	35	15	17773	28195	5000	7932	3.5546	growth	1.59	1.0023073364911173
sim1123	45	15	10	30	5613	36573	5000	32579	1.1226	growth	6.52	1.009371149982958
sim1124	55	5	30	10	6699	10587	5000	7902	1.3398	growth	1.58	1.0022883898977755
sim1125	15	35	50	0	8298	14017	5000	8446	1.6596	growth	1.69	1.0026212752203882
sim1126	25	40	35	0	22819	11311	10087	5000	2.2622	decline	-2.02	0.9964909522318071
sim1127	50	5	5	40	20468	16594	6167	5000	3.3188	decline	-1.23	0.9989511270821237
sim1128	40	0	35	25	18996	7371	12886	5000	1.4742	decline	-2.58	0.9952664823085883
sim1129	10	40	25	25	6519	27115	5000	20797	1.3038	growth	4.16	1.0071268541655085
sim1130	50	0	50	0	6448	34220	5000	26535	1.2896	growth	5.31	1.0083451335192288
sim1131	55	0	30	15	8812	8304	5306	5000	1.6608	decline	-1.06	0.9997029982835928
sim1132	5	80	0	15	12396	9716	6379	5000	1.9432	decline	-1.28	0.9987821328358714
sim1133	5	25	40	30	15568	19353	5000	6216	3.1136	growth	1.24	1.0010884435031562
sim1134	40	10	30	20	20221	49463	5000	12231	4.0442	growth	2.45	1.0044726790003555
sim1135	10	30	15	45	8542	8288	5153	5000	1.6576	decline	-1.03	0.9998492942154401
sim1136	15	15	15	55	34554	37712	5000	5457	6.9108	growth	1.09	1.0004373063788499
sim1137	50	20	0	30	17283	21619	5000	6254	3.4566	growth	1.25	1.0011189167330077
sim1138	20	15	30	35	6730	26827	5000	19931	1.346	growth	3.99	1.0069141919807325
sim1139	15	0	0	85	7156	29596	5000	20679	1.4312	growth	4.14	1.0070984039006876
sim1140	5	70	0	25	40225	11155	18030	5000	2.231	decline	-3.61	0.9935870043760944
sim1141	45	25	0	30	6108	42902	5000	35120	1.2216	growth	7.02	1.0097466642816642
sim1142	75	5	20	0	15264	16952	5000	5553	3.0528	growth	1.11	1.000524502049127
sim1143	35	25	15	25	36741	6457	28451	5000	1.2914	decline	-5.69	0.991306273015473
sim1144	5	50	30	15	39131	33496	5841	5000	6.6992	decline	-1.17	0.9992226794868796
sim1145	45	55	0	0	9490	24526	5000	12922	1.898	growth	2.58	1.0047474668635095
sim1146	55	15	15	15	8196	5922	6920	5000	1.1844	decline	-1.38	0.9983751107140226
sim1147	30	10	0	60	14290	21249	5000	7435	2.858	growth	1.49	1.00198380333739
sim1148	60	0	5	35	12907	10828	5960	5000	2.1656	decline	-1.19	0.9991218371567843
sim1149	0	0	40	60	37759	11264	16761	5000	2.2528	decline	-3.35	0.9939519157664449
sim1150	0	30	25	45	30728	48109	5000	7828	6.1456	growth	1.57	1.0022413456854986
sim1151	15	15	0	70	20141	12565	8015	5000	2.513	decline	-1.6	0.9976406156318629
sim1152	15	10	10	65	9841	17494	5000	8888	1.9682	growth	1.78	1.0028763206995162
sim1153	0	5	40	55	21619	48427	5000	11200	4.3238	growth	2.24	1.0040323793293346
sim1154	40	20	20	20	28158	13666	10302	5000	2.7332	decline	-2.06	0.9963854993064535
sim1155	10	15	40	35	13595	36152	5000	13296	2.719	growth	2.66	1.004890126628395
sim1156	80	0	0	20	10095	26004	5000	12880	2.019	growth	2.58	1.0047311890412105
sim1157	25	0	0	75	5117	24378	5000	23821	1.0234	growth	4.76	1.0078056481606998
sim1158	60	0	15	25	5907	13294	5000	11253	1.1814	growth	2.25	1.0040559842366688
sim1159	30	40	25	5	9509	5506	8635	5000	1.1012	decline	-1.73	0.9972680710041772
sim1160	50	15	15	20	10235	29896	5000	14605	2.047	growth	2.92	1.005359630117028
sim1161	35	0	35	30	35395	5952	29734	5000	1.1904	decline	-5.95	0.9910857337012147
sim1162	20	20	5	55	8190	6569	6234	5000	1.3138	decline	-1.25	0.9988970986554447
sim1163	25	15	30	30	5128	42608	5000	41544	1.0256	growth	8.31	1.0105865759705397
sim1164	50	35	0	15	30931	28483	5430	5000	5.6966	decline	-1.09	0.9995874938924413
sim1165	50	10	20	20	5917	13078	5000	11051	1.1834	growth	2.21	1.0039654150458628
sim1166	35	5	50	10	8328	5774	7212	5000	1.1548	decline	-1.44	0.9981684580354652
sim1167	0	80	15	5	6156	5484	5613	5000	1.0968	decline	-1.12	0.9994217628823702
sim1168	20	35	35	10	10362	21602	5000	10424	2.0724	growth	2.08	1.0036733646369422
sim1169	5	40	15	40	6044	20229	5000	16735	1.2088	growth	3.35	1.006040322111146
sim1170	5	25	70	0	9857	9794	5032	5000	1.9588	decline	-1.01	0.9999681019651798
sim1171	0	35	15	50	6331	32510	5000	25675	1.2662	growth	5.13	1.0081803992169025
sim1172	35	5	5	55	29047	15300	9492	5000	3.06	decline	-1.9	0.9967949428693029
sim1173	45	10	35	10	18725	44187	5000	11799	3.745	growth	2.36	1.0042928843484185
sim1174	15	60	10	15	28858	18698	7717	5000	3.7396	decline	-1.54	0.9978300611247932
sim1175	20	20	25	35	14364	26467	5000	9213	2.8728	growth	1.84	1.0030558880884635
sim1176	75	10	0	15	20776	12759	8142	5000	2.5518	decline	-1.63	0.9975620103117666
sim1177	75	25	0	0	7353	5762	6381	5000	1.1524	decline	-1.28	0.9987805654377394
sim1178	10	0	50	40	6057	12228	5000	10094	1.2114	growth	2.02	1.00351251637742
sim1179	15	35	25	25	10156	11799	5000	5809	2.0312	growth	1.16	1.0007498526328815
sim1180	0	15	80	5	30421	26311	5781	5000	5.2622	decline	-1.16	0.9992743061716688
sim1181	5	5	25	65	11703	20105	5000	8590	2.3406	growth	1.72	1.0027058041178103
sim1182	45	5	40	10	7068	26620	5000	18831	1.4136	growth	3.77	1.006630332677847
sim1183	15	0	20	65	18922	49200	5000	13001	3.7844	growth	2.6	1.0047779418257297
sim1184	0	100	0	0	25287	22378	5650	5000	4.4756	decline	-1.13	0.9993889118363788
sim1185	45	10	20	25	42687	46763	5000	5477	8.5374	growth	1.1	1.0004555979668375
sim1186	10	50	10	30	42585	25522	8343	5000	5.1044	decline	-1.67	0.9974400752425708
sim1187	40	0	40	20	17110	24629	5000	7197	3.422	growth	1.44	1.0018211318004577
sim1188	0	5	60	35	6543	8483	5000	6483	1.3086	growth	1.3	1.0012987272687939
sim1189	50	35	10	5	30168	6571	22955	5000	1.3142	decline	-4.59	0.9923795106736646
sim1190	20	0	30	50	43701	5955	36693	5000	1.191	decline	-7.34	0.9900342595563039
sim1191	50	0	10	40	5506	19950	5000	18117	1.1012	growth	3.62	1.0064370640577989
sim1192	10	15	70	5	19997	7232	13825	5000	1.4464	decline	-2.77	0.9949147968251285
sim1193	5	20	5	70	49062	27742	8843	5000	5.5484	decline	-1.77	0.9971490586342026
sim1194	10	20	35	35	6077	34598	5000	28466	1.2154	growth	5.69	1.0086963624010716
sim1195	5	85	10	0	30529	40820	5000	6685	6.1058	growth	1.34	1.001452141490599
sim1196	50	25	15	10	9141	35963	5000	19671	1.8282	growth	3.93	1.0068485377875775
sim1197	30	20	30	20	9983	6393	7808	5000	1.2786	decline	-1.56	0.9977714453166165
sim1198	0	0	30	70	14434	13446	5367	5000	2.6892	decline	-1.07	0.9996458440961971
sim1199	15	25	5	55	12361	26383	5000	10672	2.4722	growth	2.13	1.0037909278836958
sim1200	10	10	20	60	10311	5261	9799	5000	1.0522	decline	-1.96	0.9966357878639021
sim1201	0	5	20	75	15037	31287	5000	10403	3.0074	growth	2.08	1.0036632815682733
sim1202	5	30	45	20	45191	8086	27944	5000	1.6172	decline	-5.59	0.9913961770246479
sim1203	10	50	30	10	40002	15185	13172	5000	3.037	decline	-2.63	0.9951567227395999
sim1204	35	25	40	0	10319	23770	5000	11518	2.0638	growth	2.3	1.004172365583252
sim1205	35	0	40	25	10541	18920	5000	8974	2.1082	growth	1.79	1.0029244679755984
sim1206	40	40	10	10	15583	47283	5000	15171	3.1166	growth	3.03	1.0055497389916592
sim1207	55	30	10	5	19294	40277	5000	10438	3.8588	growth	2.09	1.0036800754039357
sim1208	70	10	15	5	26917	22852	5889	5000	4.5704	decline	-1.18	0.9991817585423584
sim1209	75	0	0	25	45138	12554	17978	5000	2.5108	decline	-3.6	0.9936014456214145
sim1210	10	90	0	0	14305	19548	5000	6833	2.861	growth	1.37	1.0015616295168228
sim1211	0	10	25	65	18315	16089	5692	5000	3.2178	decline	-1.14	0.9993518811610325
sim1212	30	0	55	15	14014	10762	6511	5000	2.1524	decline	-1.3	0.9986797242908969
sim1213	0	65	35	0	5853	23441	5000	20025	1.1706	growth	4.0	1.0069377179026016
sim1214	25	30	35	10	9286	35167	5000	18935	1.8572	growth	3.79	1.0066578707445983
sim1215	30	5	20	45	5529	22180	5000	20058	1.1058	growth	4.01	1.0069459508211596
sim1216	30	15	0	55	15516	36563	5000	11782	3.1032	growth	2.36	1.004285675153327
sim1217	10	15	25	50	33121	5629	29420	5000	1.1258	decline	-5.88	0.991138815986304
sim1218	5	35	10	50	5225	9690	5000	9273	1.045	growth	1.85	1.00308834519692
sim1219	60	20	0	20	34549	5812	29722	5000	1.1624	decline	-5.94	0.9910877520004886
sim1220	0	65	25	10	44737	6490	34466	5000	1.298	decline	-6.89	0.9903473229078735
sim1221	5	25	20	50	6998	6769	5169	5000	1.3538	decline	-1.03	0.999833793331101
sim1222	5	40	45	10	14757	8485	8696	5000	1.697	decline	-1.74	0.997232873813076
sim1223	5	60	0	35	5582	22217	5000	19901	1.1164	growth	3.98	1.0069066603464505
sim1224	30	30	20	20	15778	16921	5000	5362	3.1556	growth	1.07	1.0003494956368983
sim1225	25	10	55	10	22803	46822	5000	10267	4.5606	growth	2.05	1.0035974847794136
sim1226	5	70	25	0	7854	8262	5000	5260	1.5708	growth	1.05	1.0002534655715776
sim1227	20	45	5	30	39778	19005	10465	5000	3.801	decline	-2.09	0.9963070077826807
sim1228	20	35	40	5	7055	10485	5000	7431	1.411	growth	1.49	1.0019811126337062
sim1229	0	45	35	20	45432	44265	5132	5000	8.853	decline	-1.03	0.9998697123284036
sim1230	0	10	35	55	5406	7737	5000	7156	1.0812	growth	1.43	1.0017925662660618
sim1231	15	10	0	75	14566	5795	12568	5000	1.159	decline	-2.51	0.9953914200574039
sim1232	10	20	45	25	24339	27338	5000	5616	4.8678	growth	1.12	1.000580908771447
sim1233	0	45	25	30	17249	14532	5935	5000	2.9064	decline	-1.19	0.9991428544218623
sim1234	10	30	45	15	35138	18597	9447	5000	3.7194	decline	-1.89	0.9968187034082355
sim1235	70	0	5	25	5073	8265	5000	8146	1.0146	growth	1.63	1.0024404454839606
sim1236	25	40	5	30	6092	28905	5000	23724	1.2184	growth	4.74	1.007785246407712
sim1237	30	10	10	50	5780	33619	5000	29082	1.156	growth	5.82	1.008803407568286
sim1238	0	60	20	20	19425	9809	9902	5000	1.9618	decline	-1.98	0.9965835057774743
sim1239	10	20	50	20	31219	7533	20721	5000	1.5066	decline	-4.14	0.9928914511682958
sim1240	45	5	5	45	7269	16230	5000	11164	1.4538	growth	2.23	1.0040162820162
sim1241	75	0	10	15	23959	11346	10558	5000	2.2692	decline	-2.11	0.9962627702301634
sim1242	35	10	15	40	10995	5780	9511	5000	1.156	decline	-1.9	0.9967849444446693
sim1243	5	20	15	60	6605	6250	5284	5000	1.25	decline	-1.06	0.9997237726288701
sim1244	30	55	0	15	16184	8167	9908	5000	1.6334	decline	-1.98	0.996580477004035
sim1245	15	10	5	70	22935	20339	5638	5000	4.0678	decline	-1.13	0.9993995425987109
sim1246	0	65	15	20	23823	21582	5519	5000	4.3164	decline	-1.1	0.9995062061398837
sim1247	5	0	55	40	41644	37004	5627	5000	7.4008	decline	-1.13	0.9994093073599148
sim1248	10	40	0	50	29108	9066	16053	5000	1.8132	decline	-3.21	0.9941677108221841
sim1249	25	30	45	0	25354	5950	21306	5000	1.19	decline	-4.26	0.9927522459462255
sim1250	30	0	70	0	21528	32338	5000	7511	4.3056	growth	1.5	1.002034653501349
sim1251	20	65	10	5	7914	5458	7250	5000	1.0916	decline	-1.45	0.9981421822178376
sim1252	25	25	0	50	24676	11804	10452	5000	2.3608	decline	-2.09	0.9963132228238787
sim1253	5	10	30	55	10843	7557	7174	5000	1.5114	decline	-1.43	0.99819487266662
sim1254	30	5	15	50	44206	14418	15330	5000	2.8836	decline	-3.07	0.9943981310977519
sim1255	15	5	80	0	41274	16528	12486	5000	3.3056	decline	-2.5	0.9954241494789727
sim1256	30	25	20	25	10124	6753	7496	5000	1.3506	decline	-1.5	0.9979753418374899
sim1257	50	30	10	10	40675	12605	16134	5000	2.521	decline	-3.23	0.9941425453295966
sim1258	0	55	25	20	11930	20057	5000	8406	2.386	growth	1.68	1.0025975391207442
sim1259	20	20	45	15	7223	22447	5000	15539	1.4446	growth	3.11	1.0056695754018525
sim1260	35	50	15	0	16364	23476	5000	7173	3.2728	growth	1.43	1.001804430323551
sim1261	15	55	5	25	39263	6255	31385	5000	1.251	decline	-6.28	0.990815539203323
sim1262	40	30	0	30	6956	33822	5000	24311	1.3912	growth	4.86	1.0079074550519158
sim1263	15	0	25	60	22324	10642	10489	5000	2.1284	decline	-2.1	0.9962955541172732
sim1264	5	60	30	5	18073	22230	5000	6150	3.6146	growth	1.23	1.0010350708469216
sim1265	0	55	35	10	15319	42392	5000	13836	3.0638	growth	2.77	1.005089179893204
sim1266	55	40	0	5	11477	7332	7827	5000	1.4664	decline	-1.57	0.997759293088057
sim1267	0	25	30	45	7807	5237	7454	5000	1.0474	decline	-1.49	0.9980034355568852
sim1268	0	30	45	25	14485	26020	5000	8982	2.897	growth	1.8	1.0029289233111571
sim1269	20	60	0	20	26471	10780	12278	5000	2.156	decline	-2.46	0.995508144347144
sim1270	40	50	0	10	7992	14824	5000	9274	1.5984	growth	1.85	1.0030888843676757
sim1271	25	20	15	40	41501	9383	22115	5000	1.8766	decline	-4.42	0.9925659090055691
sim1272	5	80	10	5	11302	22461	5000	9937	2.2604	growth	1.99	1.0034341362590757
sim1273	55	0	20	25	15647	36510	5000	11667	3.1294	growth	2.33	1.0042366321570382
sim1274	5	75	15	5	49879	18871	13216	5000	3.7742	decline	-2.64	0.9951400484782774
sim1275	10	65	15	10	45899	38517	5958	5000	7.7034	decline	-1.19	0.9991235152907151
sim1276	65	10	25	0	8345	5504	7581	5000	1.1008	decline	-1.52	0.9979189639767997
sim1277	5	15	45	35	11057	9810	5636	5000	1.962	decline	-1.13	0.9994013165919884
sim1278	20	25	45	10	41238	24964	8259	5000	4.9928	decline	-1.65	0.9974906719880277
sim1279	30	0	20	50	12164	18416	5000	7570	2.4328	growth	1.51	1.0020737757750764
sim1280	10	35	55	0	23009	20235	5685	5000	4.047	decline	-1.14	0.999358033926158
sim1281	80	10	5	5	17044	12357	6896	5000	2.4714	decline	-1.38	0.9983924818953636
sim1282	10	10	50	30	16839	5486	15347	5000	1.0972	decline	-3.07	0.9943925894862057
sim1283	60	40	0	0	14121	10736	6576	5000	2.1472	decline	-1.32	0.9986300562734011
sim1284	0	10	70	20	35206	28251	6231	5000	5.6502	decline	-1.25	0.9988995053943601
sim1285	0	20	70	10	5333	13291	5000	12461	1.0666	growth	2.49	1.0045658292726332
sim1286	0	30	55	15	18853	8991	10484	5000	1.7982	decline	-2.1	0.9962979381348647
sim1287	30	0	40	30	29530	23220	6359	5000	4.644	decline	-1.27	0.9987978339007442
sim1288	25	70	0	5	5981	9899	5000	8275	1.1962	growth	1.66	1.002519005044145
sim1289	70	0	15	15	34287	7851	21836	5000	1.5702	decline	-4.37	0.992629389642573
sim1290	0	40	5	55	16273	26586	5000	8169	3.2546	growth	1.63	1.002454542949628
sim1291	10	15	75	0	7173	5705	6287	5000	1.141	decline	-1.26	0.9988547695151658
sim1292	5	75	0	20	27748	17541	7909	5000	3.5082	decline	-1.58	0.9977071828044841
sim1293	15	40	40	5	17879	26466	5000	7401	3.5758	growth	1.48	1.0019608860689062
sim1294	10	5	30	55	40257	10208	19718	5000	2.0416	decline	-3.94	0.9931395299414063
sim1295	40	25	20	15	20923	37606	5000	8987	4.1846	growth	1.8	1.0029317058812106
sim1296	5	20	10	65	18178	23171	5000	6373	3.6356	growth	1.27	1.0012131620194902
sim1297	50	10	5	35	11215	6450	8694	5000	1.29	decline	-1.74	0.9972340238993375
sim1298	55	45	0	0	9943	6599	7534	5000	1.3198	decline	-1.51	0.9979500590158212
sim1299	25	40	10	25	12430	23797	5000	9572	2.486	growth	1.91	1.0032470212880602
sim1300	20	0	0	80	7703	18669	5000	12118	1.5406	growth	2.42	1.0044262701904434
sim1301	50	25	5	20	31884	26322	6057	5000	5.2644	decline	-1.21	0.9990411164221764
sim1302	65	5	15	15	7418	16325	5000	11004	1.4836	growth	2.2	1.0039441046531412
sim1303	25	20	35	20	14719	39827	5000	13529	2.9438	growth	2.71	1.0049769880859356
sim1304	20	60	15	5	25127	5384	23335	5000	1.0768	decline	-4.67	0.9922974176651616
sim1305	45	20	15	20	5333	24693	5000	23151	1.0666	growth	4.63	1.0076630003185474
sim1306	5	70	10	15	8961	33891	5000	18910	1.7922	growth	3.78	1.0066512648511814
sim1307	50	15	25	10	14025	15411	5000	5494	2.805	growth	1.1	1.0004710933761949
sim1308	60	0	0	40	6911	5507	6275	5000	1.1014	decline	-1.25	0.9988643221370813
sim1309	5	15	75	5	6702	21370	5000	15943	1.3404	growth	3.19	1.0057979097449556
sim1310	15	70	5	10	11338	6305	8991	5000	1.261	decline	-1.8	0.9970660691771573
sim1311	20	0	25	55	10727	8332	6437	5000	1.6664	decline	-1.29	0.9987368765968181
sim1312	10	0	55	35	22944	16703	6868	5000	3.3406	decline	-1.37	0.9984128248469943
sim1313	45	45	10	0	24328	24287	5008	5000	4.8574	decline	-1.0	0.9999920063931815
sim1314	15	0	85	0	28345	20521	6906	5000	4.1042	decline	-1.38	0.9983852365673315
sim1315	55	20	10	15	26426	48733	5000	9221	5.2852	growth	1.84	1.0030602278956144
sim1316	25	10	0	65	8759	26654	5000	15215	1.7518	growth	3.04	1.0055642193545742
sim1317	10	35	15	40	40828	29512	6917	5000	5.9024	decline	-1.38	0.9983772788140782
sim1318	5	5	70	20	32312	5694	28374	5000	1.1388	decline	-5.67	0.9913198233977215
sim1319	30	35	35	0	6066	25948	5000	21388	1.2132	growth	4.28	1.007266960523262
sim1320	35	30	10	25	40055	17598	11381	5000	3.5196	decline	-2.28	0.9958874630706718
sim1321	5	35	0	60	5692	6935	5000	6092	1.1384	growth	1.22	1.0009876926129941
sim1322	40	15	40	5	9402	5849	8037	5000	1.1698	decline	-1.61	0.9976269101660176
sim1323	0	35	20	45	11631	30211	5000	12987	2.3262	growth	2.6	1.0047725547234692
sim1324	0	30	10	60	41641	6417	32446	5000	1.2834	decline	-6.49	0.9906493037172295
sim1325	10	20	55	15	22050	8189	13463	5000	1.6378	decline	-2.69	0.995047463652185
sim1326	10	65	20	5	8749	7690	5689	5000	1.538	decline	-1.14	0.9993545171333279
sim1327	5	15	65	15	11232	5968	9410	5000	1.1936	decline	-1.88	0.9968383247941841
sim1328	15	15	5	65	26351	9194	14331	5000	1.8388	decline	-2.87	0.9947350644467908
sim1329	40	25	30	5	6480	41474	5000	32002	1.296	growth	6.4	1.009281802442063
sim1330	25	25	50	0	14124	47061	5000	16660	2.8248	growth	3.33	1.006017863621523
sim1331	5	50	15	30	7726	6208	6223	5000	1.2416	decline	-1.24	0.9989059290342351
sim1332	0	40	20	40	20129	39853	5000	9899	4.0258	growth	1.98	1.0034149791475178
sim1333	5	0	60	35	14790	13778	5367	5000	2.7556	decline	-1.07	0.9996458440961971
sim1334	35	0	20	45	17101	14272	5991	5000	2.8544	decline	-1.2	0.9990958978466615
sim1335	40	35	25	0	17945	5288	16968	5000	1.0576	decline	-3.39	0.9938905434758586
sim1336	20	45	30	5	14845	17386	5000	5856	2.969	growth	1.17	1.0007901443211245
sim1337	0	15	30	55	22191	18156	6111	5000	3.6312	decline	-1.22	0.9989967374326066
sim1338	35	30	0	35	22753	21635	5258	5000	4.327	decline	-1.05	0.999748435930632
sim1339	45	30	5	20	34667	12768	13576	5000	2.5536	decline	-2.72	0.9950056719225109
sim1340	50	20	20	10	15391	7252	10612	5000	1.4504	decline	-2.12	0.996237262380793
sim1341	5	0	75	20	32478	10046	16165	5000	2.0092	decline	-3.23	0.9941329475062836
sim1342	70	10	5	15	11687	14106	5000	6035	2.3374	growth	1.21	1.000940689710577
sim1343	40	30	5	25	7117	39828	5000	27981	1.4234	growth	5.6	1.0086104389798938
sim1344	35	0	60	5	39312	8411	23369	5000	1.6822	decline	-4.67	0.9922901377735022
sim1345	75	5	5	15	6767	8947	5000	6611	1.3534	growth	1.32	1.0013964850795867
sim1346	35	15	40	10	28219	6852	20592	5000	1.3704	decline	-4.12	0.9929226763079017
sim1347	0	15	75	10	17332	10140	8546	5000	2.028	decline	-1.71	0.9973198728760614
sim1348	25	45	25	5	7503	34511	5000	22998	1.5006	growth	4.6	1.007629846715962
sim1349	60	10	25	5	8411	12985	5000	7719	1.6822	growth	1.54	1.002171234547668
sim1350	60	5	20	15	5035	11493	5000	11413	1.007	growth	2.28	1.0041265757206868
sim1351	15	10	75	0	46638	45720	5100	5000	9.144	decline	-1.02	0.9999009868635191
sim1352	10	70	20	0	35858	10535	17019	5000	2.107	decline	-3.4	0.9938755377271078
sim1353	20	35	10	35	15779	16011	5000	5074	3.1558	growth	1.01	1.000073457743715
sim1354	0	0	70	30	39422	38200	5160	5000	7.64	decline	-1.03	0.9998425066647031
sim1355	30	0	0	70	11977	9574	6255	5000	1.9148	decline	-1.25	0.9988802838425761
sim1356	15	10	65	10	18924	6515	14523	5000	1.303	decline	-2.9	0.9946685215640422
sim1357	5	30	65	0	11805	45448	5000	19249	2.361	growth	3.85	1.006740105994492
sim1358	70	0	10	20	6541	8599	5000	6573	1.3082	growth	1.31	1.0013676621842367
sim1359	5	20	65	10	5200	11304	5000	10869	1.04	growth	2.17	1.0038823839407347
sim1360	35	35	20	10	34096	28357	6012	5000	5.6714	decline	-1.2	0.9990784022027168
sim1361	0	80	20	0	9767	16465	5000	8429	1.9534	growth	1.69	1.0026112011429062
sim1362	0	0	75	25	5130	15552	5000	15158	1.026	growth	3.03	1.0055454526647787
sim1363	10	5	20	65	34212	22914	7465	5000	4.5828	decline	-1.49	0.9979960624072147
sim1364	0	40	15	45	10274	33383	5000	16246	2.0548	growth	3.25	1.0058920440609733
sim1365	20	55	25	0	17358	9727	8923	5000	1.9454	decline	-1.78	0.9971040284975804
sim1366	45	20	30	5	7849	32325	5000	20592	1.5698	growth	4.12	1.0070773236920985
sim1367	55	30	15	0	5636	11339	5000	10059	1.1272	growth	2.01	1.0034951492185904
sim1368	15	20	55	10	26733	9710	13766	5000	1.942	decline	-2.75	0.9949361806422896
sim1369	15	30	0	55	19817	11797	8399	5000	2.3594	decline	-1.68	0.997406626306453
sim1370	0	30	15	55	45062	6159	36582	5000	1.2318	decline	-7.32	0.9900494079814018
sim1371	10	50	35	5	7336	13219	5000	9010	1.4672	growth	1.8	1.0029444857959307
sim1372	35	20	30	15	12807	14025	5000	5476	2.5614	growth	1.1	1.0004546849749605
sim1373	10	5	45	40	46567	26211	8883	5000	5.2422	decline	-1.78	0.9971264928732326
sim1374	0	50	50	0	21329	15407	6922	5000	3.0814	decline	-1.38	0.9983736658361048
sim1375	15	30	20	35	20601	8236	12507	5000	1.6472	decline	-2.5	0.9954157471243367
sim1376	5	15	80	0	14245	5140	13857	5000	1.028	decline	-2.77	0.9949032369615876
sim1377	40	5	30	25	10266	15128	5000	7368	2.0532	growth	1.47	1.0019385419325946
